# Time          	Cd              	Cl              	Cl(f)           	Cl(r)           
49,96	1,28E+00	-1,43E-01	-7,20E-02	-7,06E-02
50	1,28E+00	-1,38E-01	-6,96E-02	-6,80E-02
50,04	1,28E+00	-1,33E-01	-6,73E-02	-6,55E-02
50,08	1,28E+00	-1,28E-01	-6,48E-02	-6,28E-02
50,12	1,28E+00	-1,22E-01	-6,21E-02	-5,99E-02
50,16	1,28E+00	-1,17E-01	-5,96E-02	-5,72E-02
50,2	1,28E+00	-1,11E-01	-5,69E-02	-5,42E-02
50,24	1,28E+00	-1,05E-01	-5,39E-02	-5,11E-02
50,28	1,28E+00	-9,88E-02	-5,09E-02	-4,79E-02
50,32	1,28E+00	-9,27E-02	-4,80E-02	-4,48E-02
50,36	1,28E+00	-8,66E-02	-4,50E-02	-4,16E-02
50,4	1,28E+00	-7,99E-02	-4,17E-02	-3,81E-02
50,44	1,28E+00	-7,32E-02	-3,85E-02	-3,47E-02
50,48	1,28E+00	-6,61E-02	-3,50E-02	-3,11E-02
50,52	1,28E+00	-5,97E-02	-3,19E-02	-2,78E-02
50,56	1,28E+00	-5,23E-02	-2,83E-02	-2,40E-02
50,6	1,28E+00	-4,52E-02	-2,48E-02	-2,04E-02
50,64	1,28E+00	-3,78E-02	-2,12E-02	-1,66E-02
50,68	1,28E+00	-3,02E-02	-1,75E-02	-1,28E-02
50,72	1,28E+00	-2,34E-02	-1,41E-02	-9,26E-03
50,76	1,28E+00	-1,56E-02	-1,03E-02	-5,32E-03
50,8	1,28E+00	-8,07E-03	-6,59E-03	-1,48E-03
50,84	1,28E+00	-5,31E-04	-2,88E-03	2,35E-03
50,88	1,28E+00	6,96E-03	8,12E-04	6,15E-03
50,92	1,28E+00	1,49E-02	4,74E-03	1,02E-02
50,96	1,28E+00	2,25E-02	8,46E-03	1,40E-02
51	1,28E+00	3,01E-02	1,22E-02	1,78E-02
51,04	1,28E+00	3,80E-02	1,61E-02	2,18E-02
51,08	1,28E+00	4,55E-02	1,99E-02	2,56E-02
51,12	1,28E+00	5,31E-02	2,36E-02	2,94E-02
51,16	1,28E+00	6,02E-02	2,72E-02	3,30E-02
51,2	1,28E+00	6,74E-02	3,07E-02	3,67E-02
51,24	1,28E+00	7,47E-02	3,44E-02	4,03E-02
51,28	1,28E+00	8,24E-02	3,82E-02	4,42E-02
51,32	1,28E+00	8,99E-02	4,19E-02	4,79E-02
51,36	1,28E+00	9,65E-02	4,52E-02	5,12E-02
51,4	1,28E+00	1,03E-01	4,86E-02	5,46E-02
51,44	1,28E+00	1,10E-01	5,21E-02	5,81E-02
51,48	1,28E+00	1,17E-01	5,56E-02	6,15E-02
51,52	1,28E+00	1,23E-01	5,87E-02	6,46E-02
51,56	1,28E+00	1,30E-01	6,19E-02	6,78E-02
51,6	1,28E+00	1,36E-01	6,51E-02	7,10E-02
51,64	1,28E+00	1,42E-01	6,81E-02	7,39E-02
51,68	1,28E+00	1,48E-01	7,09E-02	7,67E-02
51,72	1,28E+00	1,53E-01	7,38E-02	7,95E-02
51,76	1,28E+00	1,59E-01	7,65E-02	8,21E-02
51,8	1,28E+00	1,64E-01	7,94E-02	8,49E-02
51,84	1,28E+00	1,69E-01	8,19E-02	8,73E-02
51,88	1,28E+00	1,74E-01	8,43E-02	8,96E-02
51,92	1,28E+00	1,78E-01	8,66E-02	9,18E-02
51,96	1,28E+00	1,83E-01	8,90E-02	9,40E-02
52	1,28E+00	1,87E-01	9,08E-02	9,57E-02
52,04	1,28E+00	1,90E-01	9,28E-02	9,75E-02
52,08	1,28E+00	1,94E-01	9,45E-02	9,91E-02
52,12	1,29E+00	1,97E-01	9,63E-02	1,01E-01
52,16	1,29E+00	1,99E-01	9,75E-02	1,02E-01
52,2	1,29E+00	2,02E-01	9,88E-02	1,03E-01
52,24	1,29E+00	2,04E-01	1,00E-01	1,04E-01
52,28	1,29E+00	2,06E-01	1,01E-01	1,05E-01
52,32	1,29E+00	2,07E-01	1,02E-01	1,05E-01
52,36	1,29E+00	2,09E-01	1,03E-01	1,06E-01
52,4	1,29E+00	2,10E-01	1,03E-01	1,06E-01
52,44	1,29E+00	2,10E-01	1,04E-01	1,07E-01
52,48	1,29E+00	2,11E-01	1,04E-01	1,07E-01
52,52	1,29E+00	2,11E-01	1,04E-01	1,07E-01
52,56	1,29E+00	2,10E-01	1,04E-01	1,06E-01
52,6	1,29E+00	2,09E-01	1,04E-01	1,06E-01
52,64	1,29E+00	2,08E-01	1,03E-01	1,05E-01
52,68	1,29E+00	2,07E-01	1,03E-01	1,04E-01
52,72	1,29E+00	2,05E-01	1,02E-01	1,03E-01
52,76	1,29E+00	2,03E-01	1,01E-01	1,02E-01
52,8	1,29E+00	2,02E-01	1,00E-01	1,01E-01
52,84	1,29E+00	1,99E-01	9,92E-02	9,98E-02
52,88	1,29E+00	1,96E-01	9,79E-02	9,82E-02
52,92	1,29E+00	1,93E-01	9,64E-02	9,65E-02
52,96	1,29E+00	1,89E-01	9,47E-02	9,45E-02
53	1,29E+00	1,85E-01	9,28E-02	9,24E-02
53,04	1,29E+00	1,81E-01	9,10E-02	9,03E-02
53,08	1,29E+00	1,77E-01	8,88E-02	8,79E-02
53,12	1,29E+00	1,72E-01	8,68E-02	8,56E-02
53,16	1,29E+00	1,67E-01	8,43E-02	8,29E-02
53,2	1,29E+00	1,62E-01	8,18E-02	8,02E-02
53,24	1,29E+00	1,57E-01	7,93E-02	7,74E-02
53,28	1,29E+00	1,51E-01	7,66E-02	7,45E-02
53,32	1,29E+00	1,45E-01	7,38E-02	7,14E-02
53,36	1,29E+00	1,39E-01	7,07E-02	6,80E-02
53,4	1,29E+00	1,32E-01	6,76E-02	6,47E-02
53,44	1,29E+00	1,26E-01	6,44E-02	6,13E-02
53,48	1,29E+00	1,19E-01	6,12E-02	5,79E-02
53,52	1,29E+00	1,11E-01	5,75E-02	5,40E-02
53,56	1,29E+00	1,04E-01	5,39E-02	5,01E-02
53,6	1,29E+00	9,66E-02	5,03E-02	4,63E-02
53,64	1,29E+00	8,85E-02	4,64E-02	4,21E-02
53,68	1,29E+00	8,15E-02	4,30E-02	3,85E-02
53,72	1,29E+00	7,34E-02	3,90E-02	3,44E-02
53,76	1,29E+00	6,54E-02	3,51E-02	3,03E-02
53,8	1,29E+00	5,71E-02	3,11E-02	2,60E-02
53,84	1,29E+00	4,88E-02	2,70E-02	2,18E-02
53,88	1,29E+00	4,06E-02	2,30E-02	1,76E-02
53,92	1,29E+00	3,26E-02	1,91E-02	1,35E-02
53,96	1,29E+00	2,34E-02	1,46E-02	8,81E-03
54	1,29E+00	1,49E-02	1,04E-02	4,51E-03
54,04	1,29E+00	6,31E-03	6,18E-03	1,34E-04
54,08	1,29E+00	-2,81E-03	1,69E-03	-4,50E-03
54,12	1,29E+00	-1,17E-02	-2,67E-03	-8,99E-03
54,16	1,29E+00	-2,05E-02	-7,05E-03	-1,35E-02
54,2	1,29E+00	-2,93E-02	-1,14E-02	-1,79E-02
54,24	1,29E+00	-3,78E-02	-1,56E-02	-2,22E-02
54,28	1,29E+00	-4,62E-02	-1,97E-02	-2,65E-02
54,32	1,29E+00	-5,51E-02	-2,41E-02	-3,10E-02
54,36	1,29E+00	-6,36E-02	-2,84E-02	-3,53E-02
54,4	1,29E+00	-7,20E-02	-3,25E-02	-3,95E-02
54,44	1,29E+00	-8,07E-02	-3,69E-02	-4,39E-02
54,48	1,29E+00	-8,91E-02	-4,10E-02	-4,81E-02
54,52	1,29E+00	-9,77E-02	-4,53E-02	-5,24E-02
54,56	1,29E+00	-1,06E-01	-4,93E-02	-5,64E-02
54,6	1,29E+00	-1,14E-01	-5,32E-02	-6,03E-02
54,64	1,29E+00	-1,21E-01	-5,71E-02	-6,43E-02
54,68	1,29E+00	-1,29E-01	-6,10E-02	-6,81E-02
54,72	1,29E+00	-1,37E-01	-6,51E-02	-7,22E-02
54,76	1,29E+00	-1,45E-01	-6,89E-02	-7,60E-02
54,8	1,30E+00	-1,51E-01	-7,21E-02	-7,92E-02
54,84	1,30E+00	-1,59E-01	-7,60E-02	-8,30E-02
54,88	1,30E+00	-1,65E-01	-7,92E-02	-8,61E-02
54,92	1,30E+00	-1,72E-01	-8,27E-02	-8,95E-02
54,96	1,30E+00	-1,79E-01	-8,60E-02	-9,28E-02
55	1,30E+00	-1,85E-01	-8,90E-02	-9,57E-02
55,04	1,30E+00	-1,90E-01	-9,19E-02	-9,85E-02
55,08	1,30E+00	-1,96E-01	-9,49E-02	-1,01E-01
55,12	1,30E+00	-2,02E-01	-9,77E-02	-1,04E-01
55,16	1,30E+00	-2,06E-01	-1,00E-01	-1,06E-01
55,2	1,30E+00	-2,11E-01	-1,02E-01	-1,09E-01
55,24	1,30E+00	-2,16E-01	-1,05E-01	-1,11E-01
55,28	1,30E+00	-2,19E-01	-1,07E-01	-1,13E-01
55,32	1,30E+00	-2,23E-01	-1,09E-01	-1,14E-01
55,36	1,30E+00	-2,27E-01	-1,11E-01	-1,16E-01
55,4	1,30E+00	-2,30E-01	-1,12E-01	-1,17E-01
55,44	1,30E+00	-2,32E-01	-1,13E-01	-1,18E-01
55,48	1,30E+00	-2,34E-01	-1,15E-01	-1,20E-01
55,52	1,30E+00	-2,37E-01	-1,16E-01	-1,21E-01
55,56	1,30E+00	-2,37E-01	-1,16E-01	-1,21E-01
55,6	1,30E+00	-2,39E-01	-1,17E-01	-1,22E-01
55,64	1,30E+00	-2,40E-01	-1,18E-01	-1,22E-01
55,68	1,30E+00	-2,40E-01	-1,18E-01	-1,22E-01
55,72	1,31E+00	-2,41E-01	-1,19E-01	-1,22E-01
55,76	1,31E+00	-2,40E-01	-1,19E-01	-1,22E-01
55,8	1,31E+00	-2,40E-01	-1,18E-01	-1,21E-01
55,84	1,31E+00	-2,39E-01	-1,18E-01	-1,21E-01
55,88	1,31E+00	-2,37E-01	-1,17E-01	-1,20E-01
55,92	1,31E+00	-2,35E-01	-1,16E-01	-1,19E-01
55,96	1,31E+00	-2,33E-01	-1,16E-01	-1,18E-01
56	1,31E+00	-2,31E-01	-1,15E-01	-1,16E-01
56,04	1,31E+00	-2,28E-01	-1,13E-01	-1,14E-01
56,08	1,31E+00	-2,25E-01	-1,12E-01	-1,13E-01
56,12	1,31E+00	-2,21E-01	-1,10E-01	-1,11E-01
56,16	1,31E+00	-2,18E-01	-1,09E-01	-1,09E-01
56,2	1,31E+00	-2,13E-01	-1,06E-01	-1,07E-01
56,24	1,31E+00	-2,08E-01	-1,04E-01	-1,04E-01
56,28	1,31E+00	-2,04E-01	-1,02E-01	-1,02E-01
56,32	1,31E+00	-1,98E-01	-9,94E-02	-9,88E-02
56,36	1,31E+00	-1,93E-01	-9,69E-02	-9,60E-02
56,4	1,31E+00	-1,87E-01	-9,41E-02	-9,30E-02
56,44	1,31E+00	-1,81E-01	-9,13E-02	-8,99E-02
56,48	1,31E+00	-1,75E-01	-8,82E-02	-8,64E-02
56,52	1,31E+00	-1,68E-01	-8,48E-02	-8,28E-02
56,56	1,31E+00	-1,61E-01	-8,17E-02	-7,94E-02
56,6	1,31E+00	-1,54E-01	-7,80E-02	-7,55E-02
56,64	1,31E+00	-1,46E-01	-7,45E-02	-7,16E-02
56,68	1,31E+00	-1,38E-01	-7,07E-02	-6,76E-02
56,72	1,31E+00	-1,30E-01	-6,69E-02	-6,35E-02
56,76	1,31E+00	-1,22E-01	-6,30E-02	-5,94E-02
56,8	1,31E+00	-1,14E-01	-5,87E-02	-5,48E-02
56,84	1,31E+00	-1,05E-01	-5,47E-02	-5,06E-02
56,88	1,31E+00	-9,70E-02	-5,06E-02	-4,63E-02
56,92	1,31E+00	-8,80E-02	-4,63E-02	-4,17E-02
56,96	1,31E+00	-7,91E-02	-4,20E-02	-3,72E-02
57	1,31E+00	-7,03E-02	-3,76E-02	-3,27E-02
57,04	1,31E+00	-6,10E-02	-3,31E-02	-2,79E-02
57,08	1,31E+00	-5,20E-02	-2,87E-02	-2,33E-02
57,12	1,31E+00	-4,20E-02	-2,38E-02	-1,82E-02
57,16	1,31E+00	-3,25E-02	-1,91E-02	-1,33E-02
57,2	1,31E+00	-2,29E-02	-1,44E-02	-8,49E-03
57,24	1,31E+00	-1,32E-02	-9,67E-03	-3,55E-03
57,28	1,31E+00	-3,83E-03	-5,05E-03	1,23E-03
57,32	1,31E+00	6,12E-03	-1,55E-04	6,27E-03
57,36	1,31E+00	1,60E-02	4,70E-03	1,13E-02
57,4	1,31E+00	2,58E-02	9,54E-03	1,62E-02
57,44	1,31E+00	3,54E-02	1,43E-02	2,11E-02
57,48	1,31E+00	4,53E-02	1,92E-02	2,61E-02
57,52	1,31E+00	5,53E-02	2,41E-02	3,11E-02
57,56	1,31E+00	6,47E-02	2,88E-02	3,59E-02
57,6	1,31E+00	7,45E-02	3,36E-02	4,08E-02
57,64	1,31E+00	8,37E-02	3,82E-02	4,55E-02
57,68	1,31E+00	9,30E-02	4,29E-02	5,02E-02
57,72	1,31E+00	1,02E-01	4,73E-02	5,47E-02
57,76	1,31E+00	1,11E-01	5,17E-02	5,90E-02
57,8	1,31E+00	1,19E-01	5,58E-02	6,32E-02
57,84	1,31E+00	1,29E-01	6,06E-02	6,80E-02
57,88	1,31E+00	1,37E-01	6,47E-02	7,21E-02
57,92	1,31E+00	1,45E-01	6,89E-02	7,62E-02
57,96	1,31E+00	1,54E-01	7,31E-02	8,05E-02
58	1,31E+00	1,61E-01	7,70E-02	8,43E-02
58,04	1,31E+00	1,69E-01	8,09E-02	8,82E-02
58,08	1,31E+00	1,76E-01	8,44E-02	9,16E-02
58,12	1,31E+00	1,83E-01	8,82E-02	9,53E-02
58,16	1,31E+00	1,91E-01	9,18E-02	9,88E-02
58,2	1,31E+00	1,97E-01	9,51E-02	1,02E-01
58,24	1,31E+00	2,03E-01	9,83E-02	1,05E-01
58,28	1,31E+00	2,09E-01	1,01E-01	1,08E-01
58,32	1,31E+00	2,15E-01	1,04E-01	1,11E-01
58,36	1,31E+00	2,21E-01	1,07E-01	1,13E-01
58,4	1,31E+00	2,25E-01	1,10E-01	1,16E-01
58,44	1,31E+00	2,31E-01	1,12E-01	1,18E-01
58,48	1,31E+00	2,34E-01	1,14E-01	1,20E-01
58,52	1,31E+00	2,38E-01	1,16E-01	1,22E-01
58,56	1,31E+00	2,42E-01	1,18E-01	1,24E-01
58,6	1,32E+00	2,44E-01	1,20E-01	1,25E-01
58,64	1,32E+00	2,47E-01	1,21E-01	1,26E-01
58,68	1,32E+00	2,50E-01	1,22E-01	1,27E-01
58,72	1,32E+00	2,51E-01	1,23E-01	1,28E-01
58,76	1,32E+00	2,53E-01	1,24E-01	1,29E-01
58,8	1,32E+00	2,54E-01	1,25E-01	1,29E-01
58,84	1,32E+00	2,55E-01	1,26E-01	1,29E-01
58,88	1,32E+00	2,56E-01	1,26E-01	1,30E-01
58,92	1,32E+00	2,55E-01	1,26E-01	1,29E-01
58,96	1,32E+00	2,55E-01	1,26E-01	1,29E-01
59	1,32E+00	2,54E-01	1,26E-01	1,28E-01
59,04	1,32E+00	2,53E-01	1,25E-01	1,28E-01
59,08	1,32E+00	2,51E-01	1,24E-01	1,27E-01
59,12	1,32E+00	2,49E-01	1,23E-01	1,25E-01
59,16	1,32E+00	2,46E-01	1,22E-01	1,24E-01
59,2	1,32E+00	2,43E-01	1,21E-01	1,22E-01
59,24	1,32E+00	2,40E-01	1,19E-01	1,20E-01
59,28	1,32E+00	2,36E-01	1,18E-01	1,19E-01
59,32	1,32E+00	2,32E-01	1,16E-01	1,16E-01
59,36	1,32E+00	2,28E-01	1,14E-01	1,14E-01
59,4	1,32E+00	2,23E-01	1,11E-01	1,11E-01
59,44	1,32E+00	2,17E-01	1,09E-01	1,08E-01
59,48	1,32E+00	2,12E-01	1,07E-01	1,06E-01
59,52	1,32E+00	2,07E-01	1,04E-01	1,03E-01
59,56	1,32E+00	2,00E-01	1,01E-01	9,95E-02
59,6	1,32E+00	1,94E-01	9,78E-02	9,61E-02
59,64	1,32E+00	1,87E-01	9,46E-02	9,26E-02
59,68	1,32E+00	1,80E-01	9,12E-02	8,89E-02
59,72	1,32E+00	1,73E-01	8,77E-02	8,51E-02
59,76	1,32E+00	1,65E-01	8,39E-02	8,11E-02
59,8	1,32E+00	1,57E-01	8,01E-02	7,69E-02
59,84	1,32E+00	1,49E-01	7,60E-02	7,26E-02
59,88	1,32E+00	1,40E-01	7,20E-02	6,83E-02
59,92	1,32E+00	1,31E-01	6,76E-02	6,36E-02
59,96	1,32E+00	1,22E-01	6,32E-02	5,90E-02
60	1,32E+00	1,13E-01	5,89E-02	5,43E-02
60,04	1,32E+00	1,03E-01	5,41E-02	4,93E-02
60,08	1,32E+00	9,42E-02	4,96E-02	4,46E-02
60,12	1,32E+00	8,44E-02	4,48E-02	3,95E-02
60,16	1,32E+00	7,50E-02	4,03E-02	3,47E-02
60,2	1,32E+00	6,50E-02	3,54E-02	2,96E-02
60,24	1,32E+00	5,48E-02	3,04E-02	2,44E-02
60,28	1,32E+00	4,45E-02	2,54E-02	1,91E-02
60,32	1,32E+00	3,42E-02	2,03E-02	1,39E-02
60,36	1,32E+00	2,41E-02	1,54E-02	8,76E-03
60,4	1,32E+00	1,31E-02	9,95E-03	3,15E-03
60,44	1,32E+00	2,62E-03	4,80E-03	-2,18E-03
60,48	1,32E+00	-7,45E-03	-1,56E-04	-7,30E-03
60,52	1,32E+00	-1,82E-02	-5,44E-03	-1,27E-02
60,56	1,32E+00	-2,90E-02	-1,08E-02	-1,82E-02
60,6	1,32E+00	-3,92E-02	-1,58E-02	-2,34E-02
60,64	1,32E+00	-4,97E-02	-2,10E-02	-2,87E-02
60,68	1,32E+00	-6,00E-02	-2,61E-02	-3,39E-02
60,72	1,32E+00	-7,04E-02	-3,13E-02	-3,92E-02
60,76	1,32E+00	-8,06E-02	-3,63E-02	-4,43E-02
60,8	1,32E+00	-9,05E-02	-4,12E-02	-4,93E-02
60,84	1,32E+00	-1,00E-01	-4,61E-02	-5,43E-02
60,88	1,32E+00	-1,10E-01	-5,11E-02	-5,93E-02
60,92	1,32E+00	-1,20E-01	-5,60E-02	-6,43E-02
60,96	1,32E+00	-1,30E-01	-6,09E-02	-6,91E-02
61	1,32E+00	-1,39E-01	-6,54E-02	-7,36E-02
61,04	1,32E+00	-1,48E-01	-6,98E-02	-7,81E-02
61,08	1,32E+00	-1,57E-01	-7,43E-02	-8,26E-02
61,12	1,32E+00	-1,65E-01	-7,86E-02	-8,68E-02
61,16	1,32E+00	-1,74E-01	-8,30E-02	-9,12E-02
61,2	1,32E+00	-1,82E-01	-8,71E-02	-9,52E-02
61,24	1,32E+00	-1,91E-01	-9,12E-02	-9,93E-02
61,28	1,32E+00	-1,98E-01	-9,51E-02	-1,03E-01
61,32	1,32E+00	-2,05E-01	-9,88E-02	-1,07E-01
61,36	1,32E+00	-2,13E-01	-1,03E-01	-1,10E-01
61,4	1,32E+00	-2,20E-01	-1,06E-01	-1,14E-01
61,44	1,32E+00	-2,26E-01	-1,09E-01	-1,17E-01
61,48	1,32E+00	-2,33E-01	-1,13E-01	-1,20E-01
61,52	1,32E+00	-2,38E-01	-1,15E-01	-1,23E-01
61,56	1,32E+00	-2,43E-01	-1,18E-01	-1,25E-01
61,6	1,32E+00	-2,49E-01	-1,21E-01	-1,28E-01
61,64	1,32E+00	-2,53E-01	-1,23E-01	-1,30E-01
61,68	1,32E+00	-2,57E-01	-1,25E-01	-1,32E-01
61,72	1,32E+00	-2,61E-01	-1,27E-01	-1,34E-01
61,76	1,32E+00	-2,65E-01	-1,29E-01	-1,35E-01
61,8	1,32E+00	-2,67E-01	-1,31E-01	-1,36E-01
61,84	1,32E+00	-2,69E-01	-1,32E-01	-1,38E-01
61,88	1,33E+00	-2,71E-01	-1,33E-01	-1,38E-01
61,92	1,33E+00	-2,73E-01	-1,34E-01	-1,39E-01
61,96	1,33E+00	-2,75E-01	-1,35E-01	-1,40E-01
62	1,33E+00	-2,75E-01	-1,35E-01	-1,40E-01
62,04	1,33E+00	-2,76E-01	-1,36E-01	-1,40E-01
62,08	1,33E+00	-2,76E-01	-1,36E-01	-1,40E-01
62,12	1,33E+00	-2,75E-01	-1,36E-01	-1,40E-01
62,16	1,33E+00	-2,74E-01	-1,35E-01	-1,39E-01
62,2	1,33E+00	-2,73E-01	-1,35E-01	-1,38E-01
62,24	1,33E+00	-2,71E-01	-1,34E-01	-1,37E-01
62,28	1,33E+00	-2,68E-01	-1,33E-01	-1,36E-01
62,32	1,33E+00	-2,66E-01	-1,32E-01	-1,34E-01
62,36	1,33E+00	-2,62E-01	-1,30E-01	-1,32E-01
62,4	1,33E+00	-2,59E-01	-1,29E-01	-1,30E-01
62,44	1,33E+00	-2,55E-01	-1,27E-01	-1,28E-01
62,48	1,33E+00	-2,50E-01	-1,25E-01	-1,26E-01
62,52	1,33E+00	-2,45E-01	-1,22E-01	-1,23E-01
62,56	1,33E+00	-2,41E-01	-1,20E-01	-1,20E-01
62,6	1,33E+00	-2,35E-01	-1,18E-01	-1,18E-01
62,64	1,33E+00	-2,29E-01	-1,15E-01	-1,14E-01
62,68	1,33E+00	-2,23E-01	-1,12E-01	-1,11E-01
62,72	1,33E+00	-2,16E-01	-1,09E-01	-1,08E-01
62,76	1,33E+00	-2,09E-01	-1,05E-01	-1,04E-01
62,8	1,33E+00	-2,02E-01	-1,02E-01	-1,00E-01
62,84	1,33E+00	-1,94E-01	-9,80E-02	-9,61E-02
62,88	1,33E+00	-1,86E-01	-9,41E-02	-9,19E-02
62,92	1,33E+00	-1,78E-01	-9,03E-02	-8,78E-02
62,96	1,33E+00	-1,70E-01	-8,63E-02	-8,35E-02
63	1,33E+00	-1,61E-01	-8,19E-02	-7,88E-02
63,04	1,33E+00	-1,52E-01	-7,75E-02	-7,41E-02
63,08	1,33E+00	-1,42E-01	-7,30E-02	-6,93E-02
63,12	1,33E+00	-1,33E-01	-6,84E-02	-6,44E-02
63,16	1,33E+00	-1,23E-01	-6,37E-02	-5,94E-02
63,2	1,33E+00	-1,13E-01	-5,87E-02	-5,41E-02
63,24	1,33E+00	-1,03E-01	-5,39E-02	-4,91E-02
63,28	1,33E+00	-9,27E-02	-4,89E-02	-4,38E-02
63,32	1,33E+00	-8,24E-02	-4,39E-02	-3,85E-02
63,36	1,33E+00	-7,19E-02	-3,87E-02	-3,31E-02
63,4	1,33E+00	-6,13E-02	-3,36E-02	-2,77E-02
63,44	1,33E+00	-5,06E-02	-2,83E-02	-2,23E-02
63,48	1,33E+00	-4,01E-02	-2,32E-02	-1,69E-02
63,52	1,33E+00	-2,94E-02	-1,79E-02	-1,15E-02
63,56	1,33E+00	-1,73E-02	-1,20E-02	-5,33E-03
63,6	1,33E+00	-6,62E-03	-6,74E-03	1,17E-04
63,64	1,33E+00	4,28E-03	-1,37E-03	5,66E-03
63,68	1,33E+00	1,53E-02	4,06E-03	1,13E-02
63,72	1,33E+00	2,63E-02	9,48E-03	1,68E-02
63,76	1,33E+00	3,75E-02	1,50E-02	2,25E-02
63,8	1,33E+00	4,82E-02	2,03E-02	2,79E-02
63,84	1,33E+00	5,94E-02	2,58E-02	3,36E-02
63,88	1,33E+00	6,97E-02	3,10E-02	3,88E-02
63,92	1,33E+00	8,08E-02	3,64E-02	4,43E-02
63,96	1,33E+00	9,22E-02	4,21E-02	5,01E-02
64	1,33E+00	1,02E-01	4,70E-02	5,51E-02
64,04	1,33E+00	1,13E-01	5,23E-02	6,04E-02
64,08	1,33E+00	1,23E-01	5,73E-02	6,54E-02
64,12	1,33E+00	1,32E-01	6,21E-02	7,03E-02
64,16	1,33E+00	1,42E-01	6,71E-02	7,53E-02
64,2	1,33E+00	1,51E-01	7,13E-02	7,94E-02
64,24	1,33E+00	1,61E-01	7,65E-02	8,47E-02
64,28	1,33E+00	1,70E-01	8,11E-02	8,93E-02
64,32	1,33E+00	1,79E-01	8,56E-02	9,37E-02
64,36	1,33E+00	1,88E-01	9,01E-02	9,81E-02
64,4	1,33E+00	1,96E-01	9,42E-02	1,02E-01
64,44	1,33E+00	2,04E-01	9,79E-02	1,06E-01
64,48	1,33E+00	2,12E-01	1,02E-01	1,10E-01
64,52	1,33E+00	2,20E-01	1,06E-01	1,14E-01
64,56	1,33E+00	2,26E-01	1,09E-01	1,17E-01
64,6	1,33E+00	2,33E-01	1,13E-01	1,20E-01
64,64	1,33E+00	2,40E-01	1,16E-01	1,23E-01
64,68	1,33E+00	2,45E-01	1,19E-01	1,26E-01
64,72	1,33E+00	2,51E-01	1,22E-01	1,29E-01
64,76	1,33E+00	2,55E-01	1,24E-01	1,31E-01
64,8	1,33E+00	2,59E-01	1,26E-01	1,33E-01
64,84	1,33E+00	2,64E-01	1,29E-01	1,35E-01
64,88	1,33E+00	2,67E-01	1,31E-01	1,37E-01
64,92	1,33E+00	2,70E-01	1,32E-01	1,38E-01
64,96	1,33E+00	2,73E-01	1,34E-01	1,40E-01
65	1,33E+00	2,76E-01	1,35E-01	1,41E-01
65,04	1,33E+00	2,78E-01	1,36E-01	1,41E-01
65,08	1,33E+00	2,79E-01	1,37E-01	1,42E-01
65,12	1,33E+00	2,80E-01	1,38E-01	1,43E-01
65,16	1,34E+00	2,81E-01	1,38E-01	1,43E-01
65,2	1,34E+00	2,81E-01	1,39E-01	1,43E-01
65,24	1,34E+00	2,81E-01	1,39E-01	1,42E-01
65,28	1,34E+00	2,81E-01	1,39E-01	1,42E-01
65,32	1,34E+00	2,79E-01	1,38E-01	1,41E-01
65,36	1,34E+00	2,78E-01	1,37E-01	1,40E-01
65,4	1,34E+00	2,75E-01	1,36E-01	1,39E-01
65,44	1,34E+00	2,72E-01	1,35E-01	1,37E-01
65,48	1,34E+00	2,69E-01	1,34E-01	1,36E-01
65,52	1,34E+00	2,66E-01	1,32E-01	1,34E-01
65,56	1,34E+00	2,62E-01	1,30E-01	1,32E-01
65,6	1,34E+00	2,57E-01	1,28E-01	1,29E-01
65,64	1,34E+00	2,53E-01	1,26E-01	1,27E-01
65,68	1,34E+00	2,48E-01	1,24E-01	1,24E-01
65,72	1,34E+00	2,42E-01	1,21E-01	1,21E-01
65,76	1,34E+00	2,36E-01	1,18E-01	1,18E-01
65,8	1,34E+00	2,30E-01	1,15E-01	1,15E-01
65,84	1,34E+00	2,23E-01	1,12E-01	1,11E-01
65,88	1,34E+00	2,16E-01	1,09E-01	1,07E-01
65,92	1,34E+00	2,09E-01	1,05E-01	1,03E-01
65,96	1,34E+00	2,00E-01	1,01E-01	9,92E-02
66	1,34E+00	1,93E-01	9,78E-02	9,53E-02
66,04	1,34E+00	1,85E-01	9,39E-02	9,11E-02
66,08	1,34E+00	1,76E-01	8,96E-02	8,65E-02
66,12	1,34E+00	1,67E-01	8,52E-02	8,18E-02
66,16	1,34E+00	1,58E-01	8,07E-02	7,69E-02
66,2	1,34E+00	1,48E-01	7,62E-02	7,21E-02
66,24	1,34E+00	1,38E-01	7,14E-02	6,70E-02
66,28	1,34E+00	1,28E-01	6,65E-02	6,19E-02
66,32	1,33E+00	1,18E-01	6,14E-02	5,65E-02
66,36	1,33E+00	1,07E-01	5,62E-02	5,10E-02
66,4	1,33E+00	9,73E-02	5,14E-02	4,59E-02
66,44	1,33E+00	8,63E-02	4,60E-02	4,03E-02
66,48	1,33E+00	7,59E-02	4,09E-02	3,49E-02
66,52	1,33E+00	6,46E-02	3,54E-02	2,92E-02
66,56	1,33E+00	5,33E-02	2,99E-02	2,34E-02
66,6	1,33E+00	4,21E-02	2,44E-02	1,77E-02
66,64	1,33E+00	3,10E-02	1,90E-02	1,20E-02
66,68	1,33E+00	1,99E-02	1,35E-02	6,35E-03
66,72	1,33E+00	7,60E-03	7,48E-03	1,20E-04
