# Time          	Cd              	Cl              	Cl(f)           	Cl(r)           
33,4	1,16E+00	-9,10E-03	-3,68E-03	-5,42E-03
33,44	1,16E+00	-1,06E-02	-4,41E-03	-6,16E-03
33,48	1,16E+00	-1,22E-02	-5,19E-03	-6,96E-03
33,52	1,16E+00	-1,37E-02	-5,98E-03	-7,76E-03
33,56	1,16E+00	-1,53E-02	-6,77E-03	-8,56E-03
33,6	1,16E+00	-1,71E-02	-7,63E-03	-9,43E-03
33,64	1,16E+00	-1,86E-02	-8,42E-03	-1,02E-02
33,68	1,16E+00	-2,02E-02	-9,18E-03	-1,10E-02
33,72	1,16E+00	-2,18E-02	-1,00E-02	-1,18E-02
33,76	1,16E+00	-2,34E-02	-1,08E-02	-1,26E-02
33,8	1,16E+00	-2,51E-02	-1,16E-02	-1,34E-02
33,84	1,16E+00	-2,67E-02	-1,24E-02	-1,42E-02
33,88	1,16E+00	-2,83E-02	-1,32E-02	-1,50E-02
33,92	1,16E+00	-2,98E-02	-1,40E-02	-1,58E-02
33,96	1,16E+00	-3,13E-02	-1,47E-02	-1,65E-02
34	1,16E+00	-3,29E-02	-1,56E-02	-1,73E-02
34,04	1,16E+00	-3,44E-02	-1,63E-02	-1,81E-02
34,08	1,16E+00	-3,60E-02	-1,71E-02	-1,89E-02
34,12	1,16E+00	-3,71E-02	-1,77E-02	-1,94E-02
34,16	1,16E+00	-3,86E-02	-1,85E-02	-2,02E-02
34,2	1,16E+00	-4,01E-02	-1,92E-02	-2,09E-02
34,24	1,16E+00	-4,15E-02	-1,99E-02	-2,16E-02
34,28	1,16E+00	-4,28E-02	-2,06E-02	-2,22E-02
34,32	1,16E+00	-4,42E-02	-2,13E-02	-2,29E-02
34,36	1,16E+00	-4,54E-02	-2,19E-02	-2,35E-02
34,4	1,16E+00	-4,67E-02	-2,25E-02	-2,41E-02
34,44	1,16E+00	-4,80E-02	-2,32E-02	-2,48E-02
34,48	1,17E+00	-4,91E-02	-2,38E-02	-2,53E-02
34,52	1,17E+00	-5,01E-02	-2,43E-02	-2,58E-02
34,56	1,17E+00	-5,13E-02	-2,49E-02	-2,64E-02
34,6	1,17E+00	-5,23E-02	-2,54E-02	-2,69E-02
34,64	1,17E+00	-5,32E-02	-2,59E-02	-2,73E-02
34,68	1,17E+00	-5,42E-02	-2,64E-02	-2,78E-02
34,72	1,17E+00	-5,51E-02	-2,69E-02	-2,82E-02
34,76	1,17E+00	-5,61E-02	-2,74E-02	-2,87E-02
34,8	1,17E+00	-5,68E-02	-2,78E-02	-2,90E-02
34,84	1,17E+00	-5,76E-02	-2,82E-02	-2,94E-02
34,88	1,17E+00	-5,81E-02	-2,85E-02	-2,96E-02
34,92	1,17E+00	-5,88E-02	-2,89E-02	-3,00E-02
34,96	1,17E+00	-5,94E-02	-2,92E-02	-3,02E-02
35	1,17E+00	-6,00E-02	-2,95E-02	-3,05E-02
35,04	1,17E+00	-6,04E-02	-2,97E-02	-3,07E-02
35,08	1,17E+00	-6,08E-02	-3,00E-02	-3,08E-02
35,12	1,17E+00	-6,11E-02	-3,01E-02	-3,10E-02
35,16	1,17E+00	-6,14E-02	-3,03E-02	-3,11E-02
35,2	1,17E+00	-6,15E-02	-3,04E-02	-3,11E-02
35,24	1,17E+00	-6,16E-02	-3,05E-02	-3,11E-02
35,28	1,17E+00	-6,18E-02	-3,06E-02	-3,12E-02
35,32	1,17E+00	-6,18E-02	-3,07E-02	-3,12E-02
35,36	1,17E+00	-6,17E-02	-3,06E-02	-3,11E-02
35,4	1,17E+00	-6,15E-02	-3,06E-02	-3,09E-02
35,44	1,17E+00	-6,14E-02	-3,05E-02	-3,08E-02
35,48	1,17E+00	-6,11E-02	-3,04E-02	-3,07E-02
35,52	1,17E+00	-6,08E-02	-3,03E-02	-3,05E-02
35,56	1,17E+00	-6,03E-02	-3,01E-02	-3,02E-02
35,6	1,17E+00	-6,00E-02	-3,00E-02	-3,00E-02
35,64	1,17E+00	-5,94E-02	-2,97E-02	-2,97E-02
35,68	1,17E+00	-5,89E-02	-2,95E-02	-2,94E-02
35,72	1,17E+00	-5,83E-02	-2,92E-02	-2,91E-02
35,76	1,17E+00	-5,76E-02	-2,89E-02	-2,87E-02
35,8	1,17E+00	-5,67E-02	-2,85E-02	-2,82E-02
35,84	1,17E+00	-5,57E-02	-2,80E-02	-2,77E-02
35,88	1,17E+00	-5,48E-02	-2,76E-02	-2,72E-02
35,92	1,17E+00	-5,38E-02	-2,72E-02	-2,67E-02
35,96	1,17E+00	-5,26E-02	-2,66E-02	-2,60E-02
36	1,17E+00	-5,14E-02	-2,60E-02	-2,54E-02
36,04	1,17E+00	-5,03E-02	-2,55E-02	-2,48E-02
36,08	1,18E+00	-4,90E-02	-2,49E-02	-2,41E-02
36,12	1,18E+00	-4,75E-02	-2,42E-02	-2,33E-02
36,16	1,18E+00	-4,62E-02	-2,36E-02	-2,27E-02
36,2	1,18E+00	-4,47E-02	-2,28E-02	-2,19E-02
36,24	1,18E+00	-4,31E-02	-2,21E-02	-2,10E-02
36,28	1,18E+00	-4,16E-02	-2,14E-02	-2,03E-02
36,32	1,18E+00	-3,99E-02	-2,06E-02	-1,94E-02
36,36	1,18E+00	-3,82E-02	-1,97E-02	-1,85E-02
36,4	1,18E+00	-3,64E-02	-1,89E-02	-1,76E-02
36,44	1,18E+00	-3,44E-02	-1,79E-02	-1,65E-02
36,48	1,18E+00	-3,29E-02	-1,71E-02	-1,57E-02
36,52	1,18E+00	-3,10E-02	-1,62E-02	-1,47E-02
36,56	1,18E+00	-2,87E-02	-1,51E-02	-1,36E-02
36,6	1,18E+00	-2,69E-02	-1,42E-02	-1,26E-02
36,64	1,18E+00	-2,49E-02	-1,33E-02	-1,16E-02
36,68	1,18E+00	-2,26E-02	-1,22E-02	-1,05E-02
36,72	1,18E+00	-2,06E-02	-1,12E-02	-9,43E-03
36,76	1,18E+00	-1,84E-02	-1,01E-02	-8,32E-03
36,8	1,18E+00	-1,61E-02	-8,95E-03	-7,11E-03
36,84	1,18E+00	-1,40E-02	-7,93E-03	-6,04E-03
36,88	1,18E+00	-1,18E-02	-6,86E-03	-4,92E-03
36,92	1,18E+00	-9,10E-03	-5,54E-03	-3,56E-03
36,96	1,18E+00	-6,96E-03	-4,49E-03	-2,47E-03
37	1,18E+00	-4,61E-03	-3,33E-03	-1,27E-03
37,04	1,18E+00	-2,33E-03	-2,21E-03	-1,20E-04
37,08	1,18E+00	2,38E-04	-9,45E-04	1,18E-03
37,12	1,18E+00	2,79E-03	3,17E-04	2,47E-03
37,16	1,18E+00	5,21E-03	1,51E-03	3,70E-03
37,2	1,18E+00	7,73E-03	2,76E-03	4,97E-03
37,24	1,18E+00	1,02E-02	3,96E-03	6,20E-03
37,28	1,18E+00	1,26E-02	5,17E-03	7,43E-03
37,32	1,18E+00	1,55E-02	6,59E-03	8,87E-03
37,36	1,18E+00	1,76E-02	7,68E-03	9,97E-03
37,4	1,18E+00	2,02E-02	8,93E-03	1,12E-02
37,44	1,18E+00	2,28E-02	1,02E-02	1,25E-02
37,48	1,18E+00	2,52E-02	1,14E-02	1,38E-02
37,52	1,18E+00	2,76E-02	1,26E-02	1,50E-02
37,56	1,18E+00	3,01E-02	1,39E-02	1,62E-02
37,6	1,18E+00	3,25E-02	1,51E-02	1,74E-02
37,64	1,18E+00	3,50E-02	1,63E-02	1,87E-02
37,68	1,18E+00	3,73E-02	1,75E-02	1,98E-02
37,72	1,19E+00	3,98E-02	1,88E-02	2,11E-02
37,76	1,19E+00	4,23E-02	2,00E-02	2,23E-02
37,8	1,19E+00	4,46E-02	2,12E-02	2,35E-02
37,84	1,19E+00	4,70E-02	2,24E-02	2,46E-02
37,88	1,19E+00	4,93E-02	2,35E-02	2,58E-02
37,92	1,19E+00	5,13E-02	2,45E-02	2,68E-02
37,96	1,19E+00	5,35E-02	2,56E-02	2,78E-02
38	1,19E+00	5,54E-02	2,66E-02	2,88E-02
38,04	1,19E+00	5,77E-02	2,78E-02	2,99E-02
38,08	1,19E+00	5,96E-02	2,87E-02	3,08E-02
38,12	1,19E+00	6,16E-02	2,98E-02	3,18E-02
38,16	1,19E+00	6,32E-02	3,06E-02	3,26E-02
38,2	1,19E+00	6,52E-02	3,16E-02	3,36E-02
38,24	1,19E+00	6,69E-02	3,25E-02	3,44E-02
38,28	1,19E+00	6,87E-02	3,34E-02	3,53E-02
38,32	1,19E+00	7,05E-02	3,43E-02	3,62E-02
38,36	1,19E+00	7,19E-02	3,51E-02	3,68E-02
38,4	1,19E+00	7,34E-02	3,58E-02	3,76E-02
38,44	1,19E+00	7,48E-02	3,66E-02	3,82E-02
38,48	1,19E+00	7,61E-02	3,72E-02	3,88E-02
38,52	1,19E+00	7,72E-02	3,78E-02	3,94E-02
38,56	1,19E+00	7,83E-02	3,84E-02	3,99E-02
38,6	1,19E+00	7,92E-02	3,89E-02	4,03E-02
38,64	1,19E+00	8,03E-02	3,95E-02	4,08E-02
38,68	1,19E+00	8,12E-02	4,00E-02	4,12E-02
38,72	1,19E+00	8,19E-02	4,03E-02	4,15E-02
38,76	1,19E+00	8,27E-02	4,08E-02	4,19E-02
38,8	1,19E+00	8,31E-02	4,10E-02	4,20E-02
38,84	1,19E+00	8,36E-02	4,13E-02	4,22E-02
38,88	1,19E+00	8,40E-02	4,16E-02	4,24E-02
38,92	1,19E+00	8,43E-02	4,18E-02	4,25E-02
38,96	1,19E+00	8,44E-02	4,19E-02	4,25E-02
39	1,20E+00	8,44E-02	4,19E-02	4,25E-02
39,04	1,20E+00	8,45E-02	4,20E-02	4,25E-02
39,08	1,20E+00	8,41E-02	4,19E-02	4,22E-02
39,12	1,20E+00	8,39E-02	4,18E-02	4,21E-02
39,16	1,20E+00	8,35E-02	4,17E-02	4,19E-02
39,2	1,20E+00	8,30E-02	4,14E-02	4,15E-02
39,24	1,20E+00	8,24E-02	4,12E-02	4,12E-02
39,28	1,20E+00	8,16E-02	4,09E-02	4,08E-02
39,32	1,20E+00	8,06E-02	4,04E-02	4,02E-02
39,36	1,20E+00	7,97E-02	4,00E-02	3,97E-02
39,4	1,20E+00	7,88E-02	3,96E-02	3,92E-02
39,44	1,20E+00	7,77E-02	3,91E-02	3,86E-02
39,48	1,20E+00	7,64E-02	3,85E-02	3,79E-02
39,52	1,20E+00	7,50E-02	3,79E-02	3,72E-02
39,56	1,20E+00	7,35E-02	3,71E-02	3,63E-02
39,6	1,20E+00	7,18E-02	3,64E-02	3,55E-02
39,64	1,20E+00	7,02E-02	3,56E-02	3,46E-02
39,68	1,20E+00	6,84E-02	3,48E-02	3,37E-02
39,72	1,20E+00	6,64E-02	3,38E-02	3,26E-02
39,76	1,20E+00	6,45E-02	3,29E-02	3,16E-02
39,8	1,20E+00	6,24E-02	3,19E-02	3,05E-02
39,84	1,20E+00	6,02E-02	3,09E-02	2,93E-02
39,88	1,20E+00	5,78E-02	2,97E-02	2,81E-02
39,92	1,20E+00	5,54E-02	2,85E-02	2,68E-02
39,96	1,20E+00	5,30E-02	2,74E-02	2,56E-02
40	1,20E+00	5,04E-02	2,62E-02	2,43E-02
40,04	1,20E+00	4,77E-02	2,48E-02	2,29E-02
40,08	1,20E+00	4,49E-02	2,35E-02	2,14E-02
40,12	1,20E+00	4,21E-02	2,21E-02	2,00E-02
40,16	1,20E+00	3,92E-02	2,07E-02	1,85E-02
40,2	1,20E+00	3,66E-02	1,94E-02	1,71E-02
40,24	1,20E+00	3,34E-02	1,79E-02	1,55E-02
40,28	1,20E+00	3,02E-02	1,64E-02	1,38E-02
40,32	1,20E+00	2,72E-02	1,49E-02	1,23E-02
40,36	1,20E+00	2,38E-02	1,32E-02	1,06E-02
40,4	1,20E+00	2,05E-02	1,16E-02	8,91E-03
40,44	1,21E+00	1,71E-02	9,94E-03	7,14E-03
40,48	1,21E+00	1,38E-02	8,33E-03	5,46E-03
40,52	1,21E+00	1,04E-02	6,65E-03	3,72E-03
40,56	1,21E+00	7,01E-03	5,00E-03	2,00E-03
40,6	1,21E+00	3,50E-03	3,28E-03	2,21E-04
40,64	1,21E+00	-8,17E-05	1,51E-03	-1,60E-03
40,68	1,21E+00	-3,89E-03	-3,65E-04	-3,53E-03
40,72	1,21E+00	-7,26E-03	-2,03E-03	-5,24E-03
40,76	1,21E+00	-1,08E-02	-3,78E-03	-7,03E-03
40,8	1,21E+00	-1,45E-02	-5,59E-03	-8,89E-03
40,84	1,21E+00	-1,81E-02	-7,38E-03	-1,07E-02
40,88	1,21E+00	-2,17E-02	-9,16E-03	-1,25E-02
40,92	1,21E+00	-2,52E-02	-1,09E-02	-1,43E-02
40,96	1,21E+00	-2,91E-02	-1,28E-02	-1,63E-02
41	1,21E+00	-3,29E-02	-1,47E-02	-1,82E-02
41,04	1,21E+00	-3,66E-02	-1,66E-02	-2,01E-02
41,08	1,21E+00	-4,02E-02	-1,84E-02	-2,19E-02
41,12	1,21E+00	-4,37E-02	-2,01E-02	-2,36E-02
41,16	1,21E+00	-4,72E-02	-2,19E-02	-2,54E-02
41,2	1,21E+00	-5,10E-02	-2,37E-02	-2,72E-02
41,24	1,21E+00	-5,45E-02	-2,55E-02	-2,90E-02
41,28	1,21E+00	-5,78E-02	-2,72E-02	-3,07E-02
41,32	1,21E+00	-6,13E-02	-2,89E-02	-3,24E-02
41,36	1,21E+00	-6,47E-02	-3,06E-02	-3,41E-02
41,4	1,21E+00	-6,80E-02	-3,23E-02	-3,57E-02
41,44	1,21E+00	-7,12E-02	-3,39E-02	-3,73E-02
41,48	1,21E+00	-7,42E-02	-3,54E-02	-3,88E-02
41,52	1,21E+00	-7,74E-02	-3,70E-02	-4,04E-02
41,56	1,21E+00	-8,06E-02	-3,86E-02	-4,20E-02
41,6	1,21E+00	-8,36E-02	-4,01E-02	-4,34E-02
41,64	1,21E+00	-8,65E-02	-4,16E-02	-4,49E-02
41,68	1,21E+00	-8,92E-02	-4,30E-02	-4,62E-02
41,72	1,21E+00	-9,22E-02	-4,45E-02	-4,77E-02
41,76	1,22E+00	-9,45E-02	-4,57E-02	-4,88E-02
41,8	1,22E+00	-9,69E-02	-4,69E-02	-5,00E-02
41,84	1,22E+00	-9,93E-02	-4,82E-02	-5,11E-02
41,88	1,22E+00	-1,02E-01	-4,94E-02	-5,23E-02
41,92	1,22E+00	-1,04E-01	-5,05E-02	-5,33E-02
41,96	1,22E+00	-1,06E-01	-5,16E-02	-5,43E-02
42	1,22E+00	-1,08E-01	-5,26E-02	-5,52E-02
42,04	1,22E+00	-1,10E-01	-5,35E-02	-5,61E-02
42,08	1,22E+00	-1,11E-01	-5,43E-02	-5,68E-02
42,12	1,22E+00	-1,13E-01	-5,51E-02	-5,75E-02
42,16	1,22E+00	-1,14E-01	-5,59E-02	-5,83E-02
42,2	1,22E+00	-1,15E-01	-5,66E-02	-5,88E-02
42,24	1,22E+00	-1,16E-01	-5,71E-02	-5,92E-02
42,28	1,22E+00	-1,17E-01	-5,77E-02	-5,97E-02
42,32	1,22E+00	-1,18E-01	-5,81E-02	-6,00E-02
42,36	1,22E+00	-1,19E-01	-5,86E-02	-6,04E-02
42,4	1,22E+00	-1,20E-01	-5,90E-02	-6,06E-02
42,44	1,22E+00	-1,20E-01	-5,92E-02	-6,07E-02
42,48	1,22E+00	-1,20E-01	-5,93E-02	-6,08E-02
42,52	1,22E+00	-1,20E-01	-5,93E-02	-6,06E-02
42,56	1,22E+00	-1,20E-01	-5,94E-02	-6,06E-02
42,6	1,22E+00	-1,20E-01	-5,93E-02	-6,04E-02
42,64	1,22E+00	-1,19E-01	-5,92E-02	-6,02E-02
42,68	1,22E+00	-1,19E-01	-5,89E-02	-5,97E-02
42,72	1,22E+00	-1,18E-01	-5,87E-02	-5,94E-02
42,76	1,22E+00	-1,17E-01	-5,82E-02	-5,88E-02
42,8	1,22E+00	-1,16E-01	-5,78E-02	-5,82E-02
42,84	1,23E+00	-1,15E-01	-5,72E-02	-5,75E-02
42,88	1,23E+00	-1,13E-01	-5,66E-02	-5,67E-02
42,92	1,23E+00	-1,12E-01	-5,59E-02	-5,59E-02
42,96	1,23E+00	-1,10E-01	-5,52E-02	-5,50E-02
43	1,23E+00	-1,08E-01	-5,44E-02	-5,41E-02
43,04	1,23E+00	-1,06E-01	-5,34E-02	-5,29E-02
43,08	1,23E+00	-1,04E-01	-5,23E-02	-5,17E-02
43,12	1,23E+00	-1,02E-01	-5,13E-02	-5,06E-02
43,16	1,23E+00	-9,95E-02	-5,02E-02	-4,93E-02
43,2	1,23E+00	-9,69E-02	-4,89E-02	-4,79E-02
43,24	1,23E+00	-9,41E-02	-4,76E-02	-4,65E-02
43,28	1,23E+00	-9,15E-02	-4,64E-02	-4,51E-02
43,32	1,23E+00	-8,87E-02	-4,50E-02	-4,36E-02
43,36	1,23E+00	-8,52E-02	-4,34E-02	-4,19E-02
43,4	1,23E+00	-8,17E-02	-4,17E-02	-4,00E-02
43,44	1,23E+00	-7,86E-02	-4,02E-02	-3,84E-02
43,48	1,23E+00	-7,49E-02	-3,84E-02	-3,65E-02
43,52	1,23E+00	-7,13E-02	-3,67E-02	-3,46E-02
43,56	1,23E+00	-6,76E-02	-3,49E-02	-3,27E-02
43,6	1,23E+00	-6,36E-02	-3,30E-02	-3,07E-02
43,64	1,23E+00	-6,01E-02	-3,13E-02	-2,88E-02
43,68	1,23E+00	-5,55E-02	-2,90E-02	-2,65E-02
43,72	1,23E+00	-5,13E-02	-2,70E-02	-2,43E-02
43,76	1,23E+00	-4,73E-02	-2,50E-02	-2,22E-02
43,8	1,23E+00	-4,30E-02	-2,29E-02	-2,00E-02
43,84	1,23E+00	-3,86E-02	-2,08E-02	-1,78E-02
43,88	1,23E+00	-3,43E-02	-1,87E-02	-1,56E-02
43,92	1,23E+00	-2,93E-02	-1,62E-02	-1,30E-02
43,96	1,23E+00	-2,47E-02	-1,40E-02	-1,07E-02
44	1,23E+00	-2,02E-02	-1,18E-02	-8,43E-03
44,04	1,23E+00	-1,55E-02	-9,50E-03	-6,03E-03
44,08	1,23E+00	-1,07E-02	-7,11E-03	-3,57E-03
44,12	1,23E+00	-5,86E-03	-4,74E-03	-1,12E-03
44,16	1,23E+00	-9,96E-04	-2,35E-03	1,35E-03
44,2	1,23E+00	3,86E-03	4,56E-05	3,81E-03
44,24	1,23E+00	8,88E-03	2,52E-03	6,35E-03
44,28	1,23E+00	1,37E-02	4,88E-03	8,77E-03
44,32	1,23E+00	1,90E-02	7,54E-03	1,15E-02
44,36	1,23E+00	2,37E-02	9,85E-03	1,38E-02
44,4	1,24E+00	2,88E-02	1,24E-02	1,64E-02
44,44	1,24E+00	3,36E-02	1,48E-02	1,88E-02
44,48	1,24E+00	3,87E-02	1,73E-02	2,14E-02
44,52	1,24E+00	4,39E-02	1,99E-02	2,40E-02
44,56	1,24E+00	4,86E-02	2,22E-02	2,64E-02
44,6	1,24E+00	5,36E-02	2,47E-02	2,89E-02
44,64	1,24E+00	5,82E-02	2,70E-02	3,12E-02
44,68	1,24E+00	6,30E-02	2,94E-02	3,36E-02
44,72	1,24E+00	6,78E-02	3,18E-02	3,60E-02
44,76	1,24E+00	7,23E-02	3,40E-02	3,82E-02
44,8	1,24E+00	7,69E-02	3,64E-02	4,05E-02
44,84	1,24E+00	8,13E-02	3,86E-02	4,27E-02
44,88	1,24E+00	8,59E-02	4,09E-02	4,50E-02
44,92	1,24E+00	9,01E-02	4,30E-02	4,71E-02
44,96	1,24E+00	9,39E-02	4,49E-02	4,90E-02
45	1,24E+00	9,81E-02	4,71E-02	5,11E-02
45,04	1,24E+00	1,02E-01	4,92E-02	5,32E-02
45,08	1,24E+00	1,06E-01	5,12E-02	5,51E-02
45,12	1,24E+00	1,10E-01	5,29E-02	5,67E-02
45,16	1,24E+00	1,13E-01	5,48E-02	5,86E-02
45,2	1,24E+00	1,17E-01	5,65E-02	6,02E-02
45,24	1,24E+00	1,20E-01	5,82E-02	6,18E-02
45,28	1,24E+00	1,23E-01	5,99E-02	6,35E-02
45,32	1,24E+00	1,26E-01	6,13E-02	6,47E-02
45,36	1,24E+00	1,29E-01	6,28E-02	6,61E-02
45,4	1,24E+00	1,32E-01	6,42E-02	6,75E-02
45,44	1,24E+00	1,34E-01	6,54E-02	6,85E-02
45,48	1,24E+00	1,36E-01	6,67E-02	6,97E-02
45,52	1,24E+00	1,39E-01	6,78E-02	7,07E-02
45,56	1,24E+00	1,40E-01	6,88E-02	7,16E-02
45,6	1,24E+00	1,42E-01	6,96E-02	7,23E-02
45,64	1,24E+00	1,44E-01	7,05E-02	7,31E-02
45,68	1,25E+00	1,45E-01	7,13E-02	7,37E-02
45,72	1,25E+00	1,46E-01	7,20E-02	7,42E-02
45,76	1,25E+00	1,47E-01	7,24E-02	7,46E-02
45,8	1,25E+00	1,48E-01	7,30E-02	7,50E-02
45,84	1,25E+00	1,49E-01	7,35E-02	7,53E-02
45,88	1,25E+00	1,49E-01	7,35E-02	7,52E-02
45,92	1,25E+00	1,49E-01	7,37E-02	7,52E-02
45,96	1,25E+00	1,49E-01	7,36E-02	7,50E-02
46	1,25E+00	1,48E-01	7,36E-02	7,48E-02
46,04	1,25E+00	1,48E-01	7,35E-02	7,45E-02
46,08	1,25E+00	1,47E-01	7,32E-02	7,41E-02
46,12	1,25E+00	1,46E-01	7,29E-02	7,36E-02
46,16	1,25E+00	1,45E-01	7,22E-02	7,27E-02
46,2	1,25E+00	1,43E-01	7,15E-02	7,19E-02
46,24	1,25E+00	1,42E-01	7,09E-02	7,11E-02
46,28	1,25E+00	1,40E-01	7,00E-02	7,00E-02
46,32	1,25E+00	1,38E-01	6,91E-02	6,89E-02
46,36	1,25E+00	1,36E-01	6,80E-02	6,76E-02
46,4	1,25E+00	1,33E-01	6,69E-02	6,64E-02
46,44	1,25E+00	1,31E-01	6,57E-02	6,50E-02
46,48	1,25E+00	1,28E-01	6,44E-02	6,35E-02
46,52	1,25E+00	1,25E-01	6,30E-02	6,19E-02
46,56	1,25E+00	1,22E-01	6,14E-02	6,02E-02
46,6	1,25E+00	1,18E-01	5,98E-02	5,84E-02
46,64	1,25E+00	1,15E-01	5,82E-02	5,66E-02
46,68	1,25E+00	1,11E-01	5,63E-02	5,46E-02
46,72	1,25E+00	1,07E-01	5,45E-02	5,25E-02
46,76	1,25E+00	1,03E-01	5,24E-02	5,03E-02
46,8	1,25E+00	9,83E-02	5,03E-02	4,80E-02
46,84	1,25E+00	9,37E-02	4,81E-02	4,56E-02
46,88	1,25E+00	8,90E-02	4,58E-02	4,32E-02
46,92	1,25E+00	8,40E-02	4,34E-02	4,06E-02
46,96	1,25E+00	7,94E-02	4,12E-02	3,82E-02
47	1,25E+00	7,44E-02	3,87E-02	3,56E-02
47,04	1,25E+00	6,86E-02	3,59E-02	3,27E-02
47,08	1,25E+00	6,38E-02	3,36E-02	3,02E-02
47,12	1,25E+00	5,85E-02	3,10E-02	2,75E-02
47,16	1,25E+00	5,29E-02	2,83E-02	2,46E-02
47,2	1,26E+00	4,72E-02	2,55E-02	2,17E-02
47,24	1,25E+00	4,17E-02	2,29E-02	1,89E-02
47,28	1,26E+00	3,59E-02	2,00E-02	1,59E-02
47,32	1,26E+00	3,02E-02	1,72E-02	1,30E-02
47,36	1,26E+00	2,36E-02	1,40E-02	9,62E-03
47,4	1,26E+00	1,75E-02	1,10E-02	6,51E-03
47,44	1,26E+00	1,14E-02	8,01E-03	3,42E-03
47,48	1,26E+00	5,20E-03	4,95E-03	2,57E-04
47,52	1,26E+00	-9,93E-04	1,90E-03	-2,89E-03
47,56	1,26E+00	-7,63E-03	-1,38E-03	-6,25E-03
47,6	1,26E+00	-1,37E-02	-4,36E-03	-9,32E-03
47,64	1,26E+00	-1,98E-02	-7,37E-03	-1,24E-02
47,68	1,26E+00	-2,60E-02	-1,04E-02	-1,56E-02
47,72	1,26E+00	-3,23E-02	-1,36E-02	-1,88E-02
47,76	1,26E+00	-3,82E-02	-1,65E-02	-2,17E-02
47,8	1,26E+00	-4,50E-02	-1,98E-02	-2,51E-02
47,84	1,26E+00	-5,11E-02	-2,29E-02	-2,82E-02
47,88	1,26E+00	-5,73E-02	-2,60E-02	-3,14E-02
47,92	1,26E+00	-6,33E-02	-2,89E-02	-3,43E-02
47,96	1,26E+00	-6,97E-02	-3,21E-02	-3,76E-02
48	1,26E+00	-7,59E-02	-3,52E-02	-4,07E-02
48,04	1,26E+00	-8,24E-02	-3,84E-02	-4,39E-02
48,08	1,26E+00	-8,81E-02	-4,13E-02	-4,68E-02
48,12	1,26E+00	-9,34E-02	-4,40E-02	-4,94E-02
48,16	1,26E+00	-9,98E-02	-4,72E-02	-5,26E-02
48,2	1,26E+00	-1,05E-01	-5,00E-02	-5,54E-02
48,24	1,26E+00	-1,11E-01	-5,26E-02	-5,80E-02
48,28	1,26E+00	-1,16E-01	-5,53E-02	-6,07E-02
48,32	1,26E+00	-1,21E-01	-5,80E-02	-6,33E-02
48,36	1,26E+00	-1,27E-01	-6,07E-02	-6,60E-02
48,4	1,26E+00	-1,31E-01	-6,31E-02	-6,83E-02
48,44	1,26E+00	-1,36E-01	-6,53E-02	-7,04E-02
48,48	1,26E+00	-1,41E-01	-6,78E-02	-7,28E-02
48,52	1,26E+00	-1,45E-01	-7,01E-02	-7,51E-02
48,56	1,26E+00	-1,49E-01	-7,22E-02	-7,71E-02
48,6	1,26E+00	-1,53E-01	-7,41E-02	-7,89E-02
48,64	1,26E+00	-1,57E-01	-7,61E-02	-8,08E-02
48,68	1,26E+00	-1,61E-01	-7,82E-02	-8,28E-02
48,72	1,26E+00	-1,64E-01	-7,97E-02	-8,42E-02
48,76	1,26E+00	-1,67E-01	-8,14E-02	-8,58E-02
48,8	1,26E+00	-1,70E-01	-8,30E-02	-8,72E-02
48,84	1,27E+00	-1,72E-01	-8,42E-02	-8,83E-02
48,88	1,27E+00	-1,75E-01	-8,56E-02	-8,95E-02
48,92	1,27E+00	-1,78E-01	-8,69E-02	-9,07E-02
48,96	1,27E+00	-1,80E-01	-8,79E-02	-9,16E-02
49	1,27E+00	-1,81E-01	-8,87E-02	-9,22E-02
49,04	1,27E+00	-1,83E-01	-8,97E-02	-9,30E-02
49,08	1,27E+00	-1,84E-01	-9,02E-02	-9,34E-02
49,12	1,27E+00	-1,84E-01	-9,07E-02	-9,37E-02
49,16	1,27E+00	-1,85E-01	-9,12E-02	-9,40E-02
49,2	1,27E+00	-1,86E-01	-9,16E-02	-9,42E-02
49,24	1,27E+00	-1,86E-01	-9,16E-02	-9,41E-02
49,28	1,27E+00	-1,86E-01	-9,18E-02	-9,40E-02
49,32	1,27E+00	-1,85E-01	-9,16E-02	-9,37E-02
49,36	1,27E+00	-1,85E-01	-9,14E-02	-9,32E-02
49,4	1,27E+00	-1,83E-01	-9,09E-02	-9,25E-02
49,44	1,27E+00	-1,82E-01	-9,04E-02	-9,18E-02
49,48	1,27E+00	-1,81E-01	-8,99E-02	-9,11E-02
49,52	1,27E+00	-1,79E-01	-8,90E-02	-9,01E-02
49,56	1,27E+00	-1,77E-01	-8,80E-02	-8,89E-02
49,6	1,27E+00	-1,74E-01	-8,69E-02	-8,75E-02
49,64	1,27E+00	-1,72E-01	-8,59E-02	-8,63E-02
49,68	1,27E+00	-1,69E-01	-8,46E-02	-8,48E-02
49,72	1,27E+00	-1,66E-01	-8,32E-02	-8,32E-02
49,76	1,27E+00	-1,63E-01	-8,15E-02	-8,13E-02
49,8	1,28E+00	-1,59E-01	-7,99E-02	-7,94E-02
49,84	1,28E+00	-1,55E-01	-7,81E-02	-7,74E-02
49,88	1,28E+00	-1,51E-01	-7,61E-02	-7,52E-02
49,92	1,28E+00	-1,47E-01	-7,41E-02	-7,30E-02
